Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
16.05.2022;23.05.2022;9.223.408,00;5.685.081,75;241.935,75
23.05.2022;30.05.2022;8.663.938,50;3.863.788,00;316.165,25
30.05.2022;06.06.2022;8.759.385,75;5.954.113,25;195.170,00
06.06.2022;13.06.2022;8.531.928,25;5.133.639,25;258.381,00
13.06.2022;20.06.2022;8.579.220,00;5.134.230,25;288.293,00
20.06.2022;27.06.2022;8.832.899,25;5.967.868,50;274.289,00
27.06.2022;04.07.2022;8.832.157,25;5.834.803,00;298.028,50
04.07.2022;11.07.2022;8.895.949,75;4.954.508,50;313.033,75
11.07.2022;18.07.2022;8.717.947,25;5.294.313,00;307.683,00
18.07.2022;25.07.2022;8.695.061,75;5.577.896,00;332.678,50
25.07.2022;01.08.2022;8.554.269,00;5.365.883,75;314.676,50
01.08.2022;08.08.2022;8.478.802,75;5.571.095,75;287.847,50
08.08.2022;15.08.2022;8.355.641,75;5.404.014,25;277.205,25
15.08.2022;22.08.2022;8.369.579,50;6.264.762,50;251.896,00
22.08.2022;29.08.2022;8.456.234,00;5.808.150,75;223.923,50
29.08.2022;05.09.2022;8.503.951,25;5.277.045,50;251.826,25
05.09.2022;12.09.2022;8.693.521,75;5.952.171,75;250.660,50
12.09.2022;19.09.2022;8.791.218,25;4.945.613,50;289.624,00
19.09.2022;26.09.2022;8.569.984,00;6.340.939,00;226.031,00
26.09.2022;03.10.2022;8.872.562,25;5.495.275,00;330.275,75
03.10.2022;10.10.2022;8.614.082,50;4.569.335,00;354.041,25
10.10.2022;17.10.2022;8.831.997,75;6.255.824,75;304.132,00
17.10.2022;24.10.2022;8.839.528,75;5.959.762,75;286.652,00
24.10.2022;31.10.2022;8.837.461,75;5.571.349,25;270.246,50
31.10.2022;07.11.2022;8.729.353,50;4.758.878,50;292.574,25
07.11.2022;14.11.2022;9.197.447,75;5.134.761,75;315.149,75
14.11.2022;21.11.2022;9.325.432,75;6.036.623,00;345.336,25
21.11.2022;28.11.2022;9.370.995,50;6.514.593,75;332.000,50
28.11.2022;05.12.2022;9.632.854,75;7.977.590,00;292.550,50
05.12.2022;12.12.2022;9.722.237,25;8.349.773,75;309.263,75
12.12.2022;19.12.2022;10.099.373,50;8.416.659,25;308.791,00
19.12.2022;26.12.2022;8.884.937,75;5.231.555,50;326.406,25
26.12.2022;02.01.2023;7.852.379,00;2.280.861,50;371.544,00
02.01.2023;09.01.2023;8.825.412,75;3.889.444,50;331.983,00
09.01.2023;16.01.2023;9.732.190,00;3.506.260,00;366.398,75
16.01.2023;23.01.2023;9.858.735,00;6.794.391,25;253.421,50
23.01.2023;30.01.2023;9.766.307,25;8.319.832,00;235.332,75
30.01.2023;06.02.2023;9.860.289,75;4.796.092,25;293.106,75
06.02.2023;13.02.2023;9.727.863,25;6.812.990,25;263.494,50
13.02.2023;20.02.2023;9.399.113,75;5.923.160,50;216.101,00
20.02.2023;27.02.2023;9.357.328,75;5.376.682,25;248.903,50
27.02.2023;06.03.2023;9.367.912,25;6.702.718,00;244.633,00
06.03.2023;13.03.2023;9.361.631,25;5.773.996,00;271.756,00
13.03.2023;20.03.2023;9.189.541,00;4.553.515,00;339.252,50
20.03.2023;27.03.2023;8.938.064,50;4.158.270,75;326.274,25
27.03.2023;03.04.2023;9.109.657,00;4.451.236,50;363.925,25
03.04.2023;10.04.2023;8.338.881,50;5.702.704,50;302.604,50
10.04.2023;17.04.2023;8.323.960,50;4.523.048,50;323.013,25
17.04.2023;24.04.2023;8.601.728,00;4.471.985,50;307.966,25
24.04.2023;01.05.2023;8.564.730,50;4.964.183,25;292.889,75
01.05.2023;08.05.2023;8.265.970,50;4.660.828,25;317.437,75
08.05.2023;15.05.2023;8.559.927,00;5.365.896,25;258.473,50
15.05.2023;22.05.2023;7.973.441,50;3.996.277,00;332.650,25
22.05.2023;29.05.2023;8.172.618,25;4.376.167,50;292.618,00
29.05.2023;05.06.2023;7.801.762,50;3.783.728,50;283.975,50
05.06.2023;12.06.2023;7.944.271,00;4.324.626,00;281.053,00
12.06.2023;19.06.2023;8.341.281,00;4.847.910,25;219.534,00
19.06.2023;26.06.2023;8.411.441,00;5.248.561,25;205.083,50
26.06.2023;03.07.2023;8.404.505,50;4.487.309,25;220.771,00
03.07.2023;10.07.2023;8.373.168,50;3.810.656,75;184.368,25
10.07.2023;17.07.2023;8.384.947,75;4.276.252,50;201.901,00
17.07.2023;24.07.2023;8.142.375,50;4.648.302,25;182.250,50
24.07.2023;31.07.2023;8.079.730,50;4.567.087,75;178.576,00
31.07.2023;07.08.2023;8.092.591,25;4.026.666,25;224.858,50
07.08.2023;14.08.2023;8.069.837,00;4.231.989,00;245.232,25
14.08.2023;21.08.2023;8.124.663,75;5.433.808,50;224.014,50
21.08.2023;28.08.2023;8.268.406,75;5.940.006,50;234.381,50
28.08.2023;04.09.2023;8.214.584,00;5.982.620,25;200.389,75
04.09.2023;11.09.2023;8.301.306,50;5.319.307,00;230.787,50
11.09.2023;18.09.2023;8.437.812,50;5.937.537,25;258.821,00
18.09.2023;25.09.2023;8.398.247,00;4.270.462,50;313.364,75
25.09.2023;02.10.2023;8.390.156,25;5.318.513,50;275.893,50
02.10.2023;09.10.2023;8.197.453,25;3.745.067,00;322.263,50
09.10.2023;16.10.2023;8.796.651,00;4.238.013,25;338.783,50
16.10.2023;23.10.2023;9.053.570,50;5.113.701,00;307.331,50
23.10.2023;30.10.2023;9.163.059,75;5.929.529,75;288.306,00
30.10.2023;06.11.2023;8.865.677,25;3.782.503,75;293.796,75
06.11.2023;13.11.2023;9.475.409,75;4.869.519,50;271.730,00
13.11.2023;20.11.2023;9.568.059,50;5.387.018,50;254.930,25
20.11.2023;27.11.2023;9.709.790,25;5.675.929,25;219.592,50
27.11.2023;04.12.2023;10.154.767,50;8.324.848,50;232.635,25
04.12.2023;11.12.2023;10.113.309,50;6.705.927,00;259.698,00
11.12.2023;18.12.2023;9.630.242,75;6.210.927,25;268.550,50
18.12.2023;25.12.2023;9.341.440,50;2.803.285,75;322.560,75
25.12.2023;01.01.2024;7.841.129,25;1.717.297,50;319.749,00
01.01.2024;08.01.2024;8.872.359,00;4.177.409,50;243.981,00
08.01.2024;15.01.2024;10.355.651,75;7.417.697,25;210.479,25
15.01.2024;22.01.2024;10.583.885,75;6.280.619,50;243.134,50
22.01.2024;29.01.2024;9.925.268,25;3.798.303,00;321.348,25
29.01.2024;05.02.2024;9.872.308,50;4.229.552,25;279.784,50
05.02.2024;12.02.2024;9.735.674,25;4.794.215,75;256.193,00
12.02.2024;19.02.2024;9.394.112,00;5.665.216,25;246.023,25
19.02.2024;26.02.2024;9.595.009,25;4.681.027,50;267.814,00
26.02.2024;04.03.2024;9.415.218,00;6.265.266,50;251.261,00
04.03.2024;11.03.2024;9.503.050,25;5.577.650,50;273.181,50
11.03.2024;18.03.2024;9.342.750,50;5.577.736,25;298.340,00
18.03.2024;25.03.2024;9.170.542,75;5.391.748,25;322.362,00
25.03.2024;01.04.2024;8.479.180,75;4.606.679,50;306.772,50
01.04.2024;08.04.2024;8.220.346,75;3.110.306,25;371.475,75
08.04.2024;15.04.2024;8.477.858,75;3.855.222,25;406.604,75
15.04.2024;22.04.2024;8.605.258,25;4.492.453,75;349.809,00
22.04.2024;29.04.2024;8.462.494,00;4.987.769,75;301.968,00
29.04.2024;06.05.2024;7.944.737,25;3.643.315,00;349.812,00
06.05.2024;13.05.2024;7.982.166,25;5.073.557,75;298.522,00
13.05.2024;20.05.2024;8.464.545,00;3.677.075,25;360.480,75
20.05.2024;27.05.2024;7.888.149,75;4.579.876,50;340.693,25
27.05.2024;03.06.2024;8.166.113,50;4.886.986,50;308.708,50
03.06.2024;10.06.2024;8.497.229,75;4.700.149,75;328.938,50
10.06.2024;17.06.2024;8.515.606,75;4.085.219,25;332.398,50
17.06.2024;24.06.2024;8.616.751,50;5.476.616,50;286.567,50
24.06.2024;01.07.2024;8.650.575,25;4.954.820,75;353.148,75
